order_id,order_date,order_status,order_source,device_type,order_payment_method,customer_id,gender,age_group,acquisition_channel,signup_date,days_since_signup,city,region,district,total_line_items,distinct_products,total_quantity,gross_revenue,net_revenue,total_discount_amount,avg_unit_price,has_promotion,order_discount_rate_pct,payment_value,installments,payment_type,order_value_tier
317151,"2015-08-27","delivered","organic_search","mobile","credit_card",117770,"female","55+","organic_search","2015-10-21",-55,"Kon Tum","Central","District #31",1,1,3,3123.09,2973.09,150,1041.03,true,4.8,2973.09,3,"installment","low_value"
317152,"2015-08-28","delivered","paid_search","mobile","credit_card",117789,"female","25-34","social_media","2016-06-02",-279,"Hue","Central","District #31",1,1,6,31149.48,30849.48,300,5191.58,true,0.96,30849.48,3,"installment","low_value"
317154,"2015-08-28","created","referral","desktop","credit_card",117900,"male","35-44","paid_search","2018-11-16",-1176,"Hoi An","Central","District #31",1,1,8,49768.64,49368.64,400,6221.08,true,0.8,49368.64,3,"installment","low_value"
317155,"2015-08-28","delivered","paid_search","desktop","cod",118099,"female","55+","paid_search","2017-09-24",-758,"Quy Nhon","Central","District #31",1,1,4,22102.36,21902.36,200,5525.59,true,0.9,21902.36,1,"one_time","low_value"
317156,"2015-08-27","delivered","paid_search","desktop","credit_card",118316,"female","18-24","organic_search","2021-08-07",-2172,"Nha Trang","Central","District #31",1,1,6,25576.86,25276.86,300,4262.81,true,1.17,25276.86,1,"one_time","low_value"
317158,"2015-08-27","delivered","paid_search","mobile","paypal",119121,"male","35-44","organic_search","2016-01-24",-150,"Da Nang","Central","District #31",1,1,3,18985.11,18835.11,150,6328.37,true,0.79,18835.11,12,"installment","low_value"
317159,"2015-08-28","delivered","social_media","mobile","cod",119179,"female","25-34","direct","2015-09-13",-16,"Quang Ngai","Central","District #31",1,1,4,8780.56,8580.56,200,2195.14,true,2.28,8580.56,1,"one_time","low_value"
317160,"2015-08-30","delivered","referral","mobile","paypal",120896,"female","55+","paid_search","2020-03-17",-1661,"Phan Rang-Thap Cham","Central","District #29",1,1,7,17908.38,17558.38,350,2558.34,true,1.95,17558.38,3,"installment","low_value"
317161,"2015-08-26","delivered","paid_search","mobile","cod",76207,"female","25-34","organic_search","2019-03-03",-1285,"Kon Tum","Central","District #25",1,1,4,12281.2,12081.2,200,3070.3,true,1.63,12081.2,1,"one_time","low_value"
317162,"2015-08-30","shipped","referral","tablet","credit_card",109567,"male","35-44","organic_search","2015-05-06",116,"Tuy Hoa","Central","District #29",1,1,6,15853.98,15553.98,300,2642.33,true,1.89,15553.98,6,"installment","low_value"
317163,"2015-08-28","delivered","email_campaign","mobile","credit_card",109565,"female","45-54","paid_search","2016-05-28",-274,"Tuy Hoa","Central","District #29",1,1,6,21187.38,20887.38,300,3531.23,true,1.42,20887.38,3,"installment","low_value"
317164,"2015-08-29","delivered","email_campaign","mobile","cod",109611,"female","25-34","email_campaign","2021-03-23",-2033,"Tam Ky","Central","District #29",1,1,6,21957.42,21957.42,0,3659.57,false,0,21957.42,1,"one_time","low_value"
317165,"2015-08-27","delivered","organic_search","desktop","credit_card",109637,"female","25-34","direct","2019-04-08",-1320,"Nha Trang","Central","District #29",2,2,10,17416.8,17416.8,0,1737.75,false,0,17416.8,6,"installment","low_value"
317166,"2015-08-30","delivered","social_media","tablet","credit_card",109713,"female","45-54","organic_search","2022-08-06",-2533,"Hoi An","Central","District #29",1,1,3,8800.65,8650.65,150,2933.55,true,1.7,8650.65,3,"installment","low_value"
317167,"2015-08-26","delivered","organic_search","desktop","credit_card",110001,"male","45-54","email_campaign","2015-11-09",-75,"Nha Trang","Central","District #29",1,1,5,26567,26317,250,5313.4,true,0.94,26317,1,"one_time","low_value"
317171,"2015-08-26","returned","direct","desktop","cod",96681,"female","45-54","social_media","2020-10-09",-1871,"Hue","Central","District #21",1,1,8,19895.28,19495.28,400,2486.91,true,2.01,19495.28,1,"one_time","low_value"
317173,"2015-08-26","cancelled","organic_search","mobile","cod",95587,"female","25-34","social_media","2018-08-29",-1099,"Hoi An","Central","District #21",1,1,8,32911.68,32511.68,400,4113.96,true,1.22,32511.68,1,"one_time","low_value"
317174,"2015-08-28","delivered","paid_search","mobile","credit_card",95675,"male","35-44","organic_search","2020-12-05",-1926,"Kon Tum","Central","District #21",1,1,5,7947.5,7697.5,250,1589.5,true,3.15,7697.5,6,"installment","low_value"
317176,"2015-08-29","delivered","organic_search","tablet","credit_card",99884,"female","25-34","referral","2020-01-15",-1600,"Quy Nhon","Central","District #24",1,1,5,11772,11772,0,2354.4,false,0,11772,6,"installment","low_value"
317177,"2015-08-27","delivered","organic_search","desktop","bank_transfer",100921,"female","55+","social_media","2022-10-28",-2619,"Quang Ngai","Central","District #24",2,2,13,25040.77,25040.77,0,1922.595,false,0,25040.77,6,"installment","low_value"
317180,"2015-08-26","delivered","referral","desktop","credit_card",102152,"male","55+","social_media","2021-06-05",-2110,"Dong Hoi","Central","District #24",1,1,8,50800.72,50400.72,400,6350.09,true,0.79,50400.72,6,"installment","low_value"
317182,"2015-08-30","paid","email_campaign","mobile","cod",79906,"female","55+","paid_search","2015-09-02",-3,"Tuy Hoa","Central","District #25",1,1,7,8119.51,8119.51,0,1159.93,false,0,8119.51,1,"one_time","low_value"
317183,"2015-08-29","delivered","social_media","desktop","paypal",80229,"non-binary","18-24","paid_search","2016-04-02",-217,"Da Nang","Central","District #25",1,1,1,3993.67,3943.67,50,3993.67,true,1.25,3943.67,3,"installment","low_value"
317184,"2015-08-30","delivered","paid_search","desktop","paypal",97461,"female","35-44","organic_search","2016-08-05",-341,"Hoi An","Central","District #21",1,1,1,1133.22,1133.22,0,1133.22,false,0,1133.22,3,"installment","low_value"
317185,"2015-08-28","delivered","paid_search","tablet","credit_card",97461,"female","35-44","organic_search","2016-08-05",-343,"Hoi An","Central","District #21",1,1,8,8744.72,8744.72,0,1093.09,false,0,8744.72,1,"one_time","low_value"
317186,"2015-08-28","delivered","organic_search","desktop","cod",94339,"male","55+","social_media","2022-11-20",-2641,"Hoi An","Central","District #21",1,1,2,6838.86,6738.86,100,3419.43,true,1.46,6738.86,1,"one_time","low_value"
317187,"2015-08-29","delivered","organic_search","mobile","credit_card",112881,"male","35-44","email_campaign","2021-05-01",-2072,"Kon Tum","Central","District #22",1,1,2,2185.38,2085.38,100,1092.69,true,4.58,2085.38,1,"one_time","low_value"
317188,"2015-08-27","paid","email_campaign","desktop","credit_card",93067,"male","25-34","organic_search","2021-03-25",-2037,"Phan Thiet","Central","District #21",1,1,8,11566.48,11566.48,0,1445.81,false,0,11566.48,6,"installment","low_value"
317191,"2015-08-27","delivered","organic_search","tablet","apple_pay",124270,"female","45-54","referral","2021-04-08",-2051,"Phan Rang-Thap Cham","Central","District #22",1,1,7,54893.58,54543.58,350,7841.94,true,0.64,54543.58,12,"installment","low_value"
317192,"2015-08-29","delivered","paid_search","desktop","paypal",124323,"male","45-54","email_campaign","2019-12-22",-1576,"Quang Ngai","Central","District #22",2,2,11,8504.61,8504.61,0,770.58,false,0,8504.61,1,"one_time","low_value"
317193,"2015-08-28","cancelled","paid_search","mobile","credit_card",124489,"female","18-24","organic_search","2013-09-17",710,"Nha Trang","Central","District #22",1,1,1,1014.37,1014.37,0,1014.37,false,0,1014.37,3,"installment","low_value"
317194,"2015-08-27","shipped","paid_search","tablet","paypal",124490,"male","55+","paid_search","2018-07-14",-1052,"Nha Trang","Central","District #22",1,1,5,5085.05,5085.05,0,1017.01,false,0,5085.05,1,"one_time","low_value"
317195,"2015-08-27","delivered","social_media","mobile","apple_pay",124524,"female","25-34","paid_search","2015-09-13",-17,"Kon Tum","Central","District #22",1,1,8,9077.84,9077.84,0,1134.73,false,0,9077.84,3,"installment","low_value"
317196,"2015-08-27","delivered","organic_search","desktop","credit_card",124770,"female","45-54","paid_search","2016-07-22",-330,"Nha Trang","Central","District #22",1,1,8,41731.04,41331.04,400,5216.38,true,0.96,41331.04,3,"installment","low_value"
317197,"2015-08-29","delivered","paid_search","mobile","credit_card",124802,"female","55+","social_media","2016-04-09",-224,"Phan Rang-Thap Cham","Central","District #22",1,1,3,10094.16,10094.16,0,3364.72,false,0,10094.16,3,"installment","low_value"
317198,"2015-08-27","delivered","paid_search","desktop","paypal",127263,"male","25-34","organic_search","2022-09-04",-2565,"Phan Thiet","Central","District #22",1,1,2,4306.74,4206.74,100,2153.37,true,2.32,4206.74,3,"installment","low_value"
317199,"2015-08-26","delivered","referral","desktop","credit_card",127394,"male","45-54","organic_search","2018-12-06",-1198,"Kon Tum","Central","District #22",1,1,6,12420.66,12120.66,300,2070.11,true,2.42,12120.66,3,"installment","low_value"
317200,"2015-08-26","delivered","social_media","mobile","apple_pay",125234,"male","18-24","organic_search","2019-09-03",-1469,"Tuy Hoa","Central","District #22",1,1,3,13996.05,13846.05,150,4665.35,true,1.07,13846.05,6,"installment","low_value"
317201,"2015-08-28","delivered","organic_search","mobile","paypal",125383,"male","55+","organic_search","2021-03-21",-2032,"Tuy Hoa","Central","District #22",1,1,3,5760.06,5610.06,150,1920.02,true,2.6,5610.06,3,"installment","low_value"
317203,"2015-08-27","delivered","social_media","mobile","apple_pay",128109,"male","45-54","email_campaign","2016-12-04",-465,"Hue","Central","District #23",1,1,5,21284,21034,250,4256.8,true,1.17,21034,12,"installment","low_value"
317204,"2015-08-26","delivered","paid_search","desktop","credit_card",132062,"male","18-24","email_campaign","2017-04-09",-592,"Tuy Hoa","Central","District #23",1,1,5,10823.85,10573.85,250,2164.77,true,2.31,10573.85,6,"installment","low_value"
317205,"2015-08-26","delivered","social_media","tablet","bank_transfer",128176,"male","25-34","direct","2017-12-24",-851,"Tuy Hoa","Central","District #23",1,1,2,6847.68,6847.68,0,3423.84,false,0,6847.68,1,"one_time","low_value"
317207,"2015-08-27","delivered","organic_search","desktop","bank_transfer",128341,"female","18-24","referral","2022-12-24",-2676,"Tam Ky","Central","District #23",1,1,3,13152.48,13002.48,150,4384.16,true,1.14,13002.48,3,"installment","low_value"
317209,"2015-08-26","delivered","organic_search","mobile","bank_transfer",128689,"female","25-34","paid_search","2020-05-26",-1735,"Da Nang","Central","District #23",1,1,8,74376.64,74376.64,0,9297.08,false,0,74376.64,3,"installment","low_value"
317210,"2015-08-28","delivered","direct","desktop","credit_card",129564,"female","25-34","organic_search","2016-10-12",-411,"Dong Hoi","Central","District #23",1,1,5,36121.7,35871.7,250,7224.34,true,0.69,35871.7,1,"one_time","low_value"
317212,"2015-08-30","delivered","paid_search","desktop","credit_card",129936,"female","45-54","organic_search","2020-05-03",-1708,"Tuy Hoa","Central","District #23",1,1,5,31469.25,31219.25,250,6293.85,true,0.79,31219.25,1,"one_time","low_value"
317213,"2015-08-30","delivered","email_campaign","desktop","apple_pay",130410,"female","45-54","social_media","2017-11-18",-811,"Phan Rang-Thap Cham","Central","District #23",1,1,4,8946.84,8946.84,0,2236.71,false,0,8946.84,1,"one_time","low_value"
317214,"2015-08-30","delivered","referral","mobile","apple_pay",130412,"male","25-34","social_media","2022-03-23",-2397,"Phan Rang-Thap Cham","Central","District #23",1,1,5,10932.1,10932.1,0,2186.42,false,0,10932.1,3,"installment","low_value"
317215,"2015-08-27","delivered","organic_search","mobile","paypal",130512,"male","55+","paid_search","2019-11-14",-1540,"Phan Rang-Thap Cham","Central","District #23",1,1,8,9417.84,9417.84,0,1177.23,false,0,9417.84,1,"one_time","low_value"
317216,"2015-08-27","delivered","social_media","mobile","credit_card",126494,"male","35-44","paid_search","2016-12-14",-475,"Quang Ngai","Central","District #22",1,1,7,7026.6,7026.6,0,1003.8,false,0,7026.6,6,"installment","low_value"
317217,"2015-08-28","delivered","organic_search","mobile","cod",126495,"male","18-24","paid_search","2018-11-12",-1172,"Quang Ngai","Central","District #22",1,1,8,8058.96,8058.96,0,1007.37,false,0,8058.96,1,"one_time","low_value"
317218,"2015-08-28","delivered","paid_search","desktop","credit_card",126672,"male","55+","organic_search","2019-01-15",-1236,"Quy Nhon","Central","District #22",2,2,8,6190.01,6190.01,0,771.025,false,0,6190.01,3,"installment","low_value"
317219,"2015-08-26","delivered","email_campaign","desktop","bank_transfer",127086,"male","25-34","paid_search","2014-10-16",314,"Hue","Central","District #22",1,1,6,16553.34,16253.34,300,2758.89,true,1.81,16253.34,3,"installment","low_value"
317220,"2015-08-27","delivered","email_campaign","mobile","credit_card",146528,"non-binary","18-24","organic_search","2021-11-29",-2286,"Bien Hoa","West","District #39",2,2,4,15466.79,15466.79,0,3887.915,false,0,15466.79,1,"one_time","low_value"
317221,"2015-08-30","delivered","organic_search","mobile","cod",146626,"non-binary","55+","paid_search","2019-10-29",-1521,"Bac Lieu","West","District #39",1,1,2,4056.72,3956.72,100,2028.36,true,2.47,3956.72,1,"one_time","low_value"
317224,"2015-08-29","delivered","organic_search","desktop","cod",107694,"female","25-34","organic_search","2020-05-30",-1736,"Dong Hoi","Central","District #20",1,1,7,10101.21,10101.21,0,1443.03,false,0,10101.21,1,"one_time","low_value"
317225,"2015-08-27","delivered","social_media","mobile","credit_card",108145,"male","18-24","referral","2022-02-20",-2369,"Hoi An","Central","District #20",1,1,1,5180.32,5180.32,0,5180.32,false,0,5180.32,1,"one_time","low_value"
317226,"2015-08-30","delivered","paid_search","mobile","credit_card",108469,"male","55+","organic_search","2022-07-06",-2502,"Phan Rang-Thap Cham","Central","District #20",1,1,1,790.97,790.97,0,790.97,false,0,790.97,1,"one_time","low_value"
317227,"2015-08-29","delivered","organic_search","desktop","credit_card",108468,"male","55+","organic_search","2016-11-08",-437,"Phan Rang-Thap Cham","Central","District #20",1,1,1,805.97,805.97,0,805.97,false,0,805.97,2,"installment","low_value"
317228,"2015-08-30","delivered","email_campaign","desktop","cod",108996,"male","45-54","organic_search","2018-06-20",-1025,"Hue","Central","District #20",1,1,4,4616.72,4616.72,0,1154.18,false,0,4616.72,1,"one_time","low_value"
317229,"2015-08-28","delivered","email_campaign","mobile","credit_card",154998,"female","45-54","organic_search","2019-03-24",-1304,"Tra Vinh","West","District #33",1,1,4,7629.88,7629.88,0,1907.47,false,0,7629.88,6,"installment","low_value"
317230,"2015-08-27","delivered","organic_search","mobile","credit_card",154999,"male","45-54","social_media","2013-10-15",681,"Tra Vinh","West","District #33",1,1,5,9283.55,9283.55,0,1856.71,false,0,9283.55,3,"installment","low_value"
317233,"2015-08-30","delivered","social_media","desktop","cod",156065,"female","35-44","organic_search","2021-12-23",-2307,"My Tho","West","District #33",1,1,7,5478.34,5478.34,0,782.62,false,0,5478.34,1,"one_time","low_value"
317234,"2015-08-27","delivered","email_campaign","desktop","cod",156062,"male","45-54","referral","2019-09-23",-1488,"My Tho","West","District #33",1,1,3,2410.71,2410.71,0,803.57,false,0,2410.71,1,"one_time","low_value"
317235,"2015-08-28","delivered","email_campaign","mobile","credit_card",153924,"male","25-34","email_campaign","2018-02-04",-891,"Rach Gia","West","District #33",2,2,10,11535,11535,0,1159.46,false,0,11535,3,"installment","low_value"
317236,"2015-08-29","paid","organic_search","mobile","credit_card",106681,"female","25-34","organic_search","2019-02-24",-1275,"Quang Ngai","Central","District #20",1,1,4,14972.28,14972.28,0,3743.07,false,0,14972.28,6,"installment","low_value"
317237,"2015-08-29","cancelled","organic_search","mobile","credit_card",106682,"male","35-44","email_campaign","2019-07-30",-1431,"Quang Ngai","Central","District #20",3,3,15,32735.42,32435.42,300,1956.64,true,0.92,32435.42,1,"one_time","low_value"
317238,"2015-08-30","delivered","referral","mobile","credit_card",106682,"male","35-44","email_campaign","2019-07-30",-1430,"Quang Ngai","Central","District #20",1,1,4,15444.04,15444.04,0,3861.01,false,0,15444.04,3,"installment","low_value"
317239,"2015-08-29","delivered","social_media","desktop","credit_card",154118,"male","25-34","social_media","2022-08-05",-2533,"Bien Hoa","West","District #33",1,1,6,33022.92,32722.92,300,5503.82,true,0.91,32722.92,1,"one_time","low_value"
317241,"2015-08-27","delivered","paid_search","desktop","apple_pay",154157,"male","25-34","email_campaign","2018-12-02",-1193,"Tra Vinh","West","District #33",1,1,2,2763.98,2763.98,0,1381.99,false,0,2763.98,6,"installment","low_value"
317242,"2015-08-29","delivered","direct","desktop","cod",154177,"male","35-44","paid_search","2019-04-11",-1321,"Ca Mau","West","District #33",1,1,3,10515.84,10365.84,150,3505.28,true,1.43,10365.84,1,"one_time","low_value"
317243,"2015-08-26","delivered","social_media","mobile","apple_pay",154176,"male","25-34","paid_search","2022-02-17",-2367,"Ca Mau","West","District #33",2,2,12,8318.7,8318.7,0,693.225,false,0,8318.7,1,"one_time","low_value"
317244,"2015-08-26","delivered","email_campaign","desktop","cod",154234,"female","45-54","social_media","2016-01-29",-156,"Can Tho","West","District #33",1,1,6,6540.3,6540.3,0,1090.05,false,0,6540.3,1,"one_time","low_value"
317245,"2015-08-26","delivered","organic_search","desktop","credit_card",151560,"male","18-24","organic_search","2022-03-20",-2398,"Ho Chi Minh City","West","District #38",1,1,3,3833.79,3833.79,0,1277.93,false,0,3833.79,1,"one_time","low_value"
317246,"2015-08-26","delivered","organic_search","mobile","apple_pay",151559,"male","45-54","social_media","2020-01-16",-1604,"Ho Chi Minh City","West","District #38",1,1,2,2574.34,2574.34,0,1287.17,false,0,2574.34,3,"installment","low_value"
317248,"2015-08-30","delivered","social_media","mobile","credit_card",142813,"female","25-34","email_campaign","2020-12-17",-1936,"Bac Lieu","West","District #39",1,1,8,23572.4,23172.4,400,2946.55,true,1.7,23172.4,1,"one_time","low_value"
317250,"2015-08-28","delivered","email_campaign","desktop","credit_card",143247,"non-binary","45-54","organic_search","2022-07-07",-2505,"Ho Chi Minh City","West","District #39",1,1,6,16740.72,16440.72,300,2790.12,true,1.79,16440.72,6,"installment","low_value"
317251,"2015-08-27","delivered","paid_search","mobile","paypal",143791,"female","45-54","organic_search","2021-06-21",-2125,"Bac Lieu","West","District #39",2,2,8,20991.04,20991.04,0,2630.15,false,0,20991.04,12,"installment","low_value"
317252,"2015-08-26","delivered","direct","desktop","credit_card",144148,"female","25-34","social_media","2018-03-08",-925,"Rach Gia","West","District #39",1,1,3,4457.73,4457.73,0,1485.91,false,0,4457.73,3,"installment","low_value"
317253,"2015-08-30","delivered","email_campaign","mobile","credit_card",144149,"male","35-44","email_campaign","2016-11-25",-453,"Rach Gia","West","District #39",1,1,2,3073.34,3073.34,0,1536.67,false,0,3073.34,6,"installment","low_value"
317255,"2015-08-29","delivered","organic_search","desktop","cod",113333,"male","18-24","social_media","2022-09-20",-2579,"Phan Rang-Thap Cham","Central","District #22",1,1,2,7175.66,7175.66,0,3587.83,false,0,7175.66,1,"one_time","low_value"
317257,"2015-08-27","delivered","organic_search","mobile","credit_card",152135,"male","35-44","organic_search","2016-02-23",-180,"Soc Trang","West","District #38",1,1,1,4065.75,4065.75,0,4065.75,false,0,4065.75,3,"installment","low_value"
317258,"2015-08-27","delivered","paid_search","desktop","credit_card",152208,"female","25-34","social_media","2022-01-03",-2321,"My Tho","West","District #38",1,1,1,3761.3,3711.3,50,3761.3,true,1.33,3711.3,3,"installment","low_value"
317259,"2015-08-28","delivered","organic_search","tablet","paypal",151230,"female","18-24","organic_search","2014-11-28",273,"Ca Mau","West","District #35",2,2,6,4911.16,4911.16,0,823.2,false,0,4911.16,6,"installment","low_value"
317260,"2015-08-26","delivered","organic_search","mobile","credit_card",151250,"female","45-54","paid_search","2022-10-21",-2613,"Tra Vinh","West","District #35",1,1,5,13294.4,13044.4,250,2658.88,true,1.88,13044.4,3,"installment","low_value"
317261,"2015-08-26","delivered","paid_search","mobile","credit_card",151406,"non-binary","45-54","referral","2017-12-07",-834,"Vinh Long","West","District #35",1,1,4,16854.16,16654.16,200,4213.54,true,1.19,16654.16,3,"installment","low_value"
317262,"2015-08-28","cancelled","organic_search","tablet","cod",142447,"non-binary","18-24","paid_search","2016-06-03",-280,"Buon Ma Thuot","West","District #37",2,2,3,8033.53,7883.53,150,2259.96,true,1.87,7883.53,1,"one_time","low_value"
317263,"2015-08-27","cancelled","direct","desktop","credit_card",140350,"female","45-54","organic_search","2015-06-11",77,"Bien Hoa","West","District #37",1,1,2,6540.56,6440.56,100,3270.28,true,1.53,6440.56,3,"installment","low_value"
317264,"2015-08-30","delivered","organic_search","desktop","credit_card",140435,"male","25-34","referral","2021-02-14",-1995,"Long Xuyen","West","District #37",1,1,5,23606.85,23356.85,250,4721.37,true,1.06,23356.85,3,"installment","low_value"
317266,"2015-08-26","delivered","organic_search","mobile","cod",140641,"female","55+","social_media","2021-01-19",-1973,"Can Tho","West","District #37",1,1,5,18888.3,18638.3,250,3777.66,true,1.32,18638.3,1,"one_time","low_value"
317268,"2015-08-28","shipped","paid_search","mobile","credit_card",140656,"male","18-24","email_campaign","2021-08-12",-2176,"Ho Chi Minh City","West","District #37",1,1,4,8457.28,8257.28,200,2114.32,true,2.36,8257.28,12,"installment","low_value"
317269,"2015-08-28","cancelled","social_media","mobile","credit_card",140838,"female","45-54","referral","2013-08-10",748,"Soc Trang","West","District #37",1,1,2,2794.98,2794.98,0,1397.49,false,0,2794.98,3,"installment","low_value"
317270,"2015-08-28","delivered","referral","mobile","credit_card",140932,"male","55+","email_campaign","2015-03-03",178,"Long Xuyen","West","District #37",1,1,3,16019.64,15869.64,150,5339.88,true,0.94,15869.64,6,"installment","low_value"
317272,"2015-08-28","delivered","social_media","desktop","credit_card",137829,"female","25-34","organic_search","2014-07-01",423,"Long Xuyen","West","District #38",1,1,5,27262.9,27012.9,250,5452.58,true,0.92,27012.9,1,"one_time","low_value"
317273,"2015-08-26","delivered","paid_search","tablet","paypal",138163,"male","45-54","social_media","2014-05-28",455,"Vinh Long","West","District #38",1,1,8,27646.08,27646.08,0,3455.76,false,0,27646.08,6,"installment","low_value"
317274,"2015-08-26","delivered","organic_search","desktop","credit_card",138168,"male","25-34","referral","2017-09-23",-759,"Ca Mau","West","District #38",1,1,1,5346.29,5296.29,50,5346.29,true,0.94,5296.29,3,"installment","low_value"
317277,"2015-08-29","delivered","paid_search","tablet","credit_card",137676,"female","35-44","organic_search","2020-12-08",-1928,"Vinh Long","West","District #38",1,1,7,10402.28,10402.28,0,1486.04,false,0,10402.28,1,"one_time","low_value"
317279,"2015-08-28","delivered","social_media","desktop","paypal",138320,"non-binary","45-54","social_media","2015-11-24",-88,"Da Lat","West","District #38",1,1,4,25403.84,25203.84,200,6350.96,true,0.79,25203.84,3,"installment","low_value"
317280,"2015-08-30","delivered","email_campaign","mobile","credit_card",138345,"female","35-44","organic_search","2021-03-22",-2031,"Buon Ma Thuot","West","District #38",1,1,2,5944.56,5844.56,100,2972.28,true,1.68,5844.56,3,"installment","low_value"
317281,"2015-08-26","delivered","organic_search","mobile","credit_card",138526,"male","25-34","social_media","2021-01-03",-1957,"Vung Tau","West","District #38",1,1,4,13828.64,13628.64,200,3457.16,true,1.45,13628.64,3,"installment","low_value"
317282,"2015-08-30","delivered","paid_search","desktop","credit_card",138625,"male","25-34","paid_search","2020-11-02",-1891,"Da Lat","West","District #38",1,1,2,7463.66,7463.66,0,3731.83,false,0,7463.66,1,"one_time","low_value"
317284,"2015-08-28","cancelled","referral","tablet","credit_card",138970,"female","18-24","organic_search","2014-12-20",251,"Ca Mau","West","District #38",1,1,7,30175.25,29825.25,350,4310.75,true,1.16,29825.25,1,"one_time","low_value"
317286,"2015-08-26","delivered","social_media","tablet","credit_card",139128,"male","18-24","social_media","2021-09-18",-2215,"Vung Tau","West","District #38",1,1,1,5444.01,5394.01,50,5444.01,true,0.92,5394.01,6,"installment","low_value"
317287,"2015-08-28","returned","direct","mobile","credit_card",141401,"female","35-44","organic_search","2021-01-25",-1977,"Bien Hoa","West","District #37",1,1,8,20247.52,19847.52,400,2530.94,true,1.98,19847.52,3,"installment","low_value"
317289,"2015-08-29","delivered","organic_search","tablet","apple_pay",139189,"male","25-34","organic_search","2018-05-24",-999,"Pleiku","West","District #38",1,1,6,32438.28,32138.28,300,5406.38,true,0.92,32138.28,3,"installment","low_value"
317291,"2015-08-27","delivered","organic_search","mobile","credit_card",141735,"female","35-44","social_media","2019-07-21",-1424,"Buon Ma Thuot","West","District #37",1,1,1,4545.72,4495.72,50,4545.72,true,1.1,4495.72,3,"installment","low_value"
317292,"2015-08-28","delivered","organic_search","mobile","apple_pay",142012,"male","25-34","direct","2016-02-29",-185,"Bac Lieu","West","District #37",1,1,5,16887.65,16887.65,0,3377.53,false,0,16887.65,6,"installment","low_value"
317293,"2015-08-27","delivered","social_media","desktop","credit_card",142014,"female","25-34","social_media","2018-04-10",-957,"Bac Lieu","West","District #37",1,1,8,27424.72,27424.72,0,3428.09,false,0,27424.72,3,"installment","low_value"
317294,"2015-08-28","delivered","organic_search","desktop","bank_transfer",132487,"female","45-54","organic_search","2021-11-08",-2264,"Long Xuyen","West","District #36",1,1,6,32935.26,32635.26,300,5489.21,true,0.91,32635.26,1,"one_time","low_value"
317295,"2015-08-26","shipped","paid_search","mobile","cod",142134,"female","35-44","social_media","2017-08-31",-736,"Soc Trang","West","District #37",2,2,4,2872.84,2872.84,0,725.06,false,0,2872.84,1,"one_time","low_value"
317297,"2015-08-29","returned","paid_search","desktop","paypal",135506,"non-binary","25-34","organic_search","2022-09-24",-2583,"Vung Tau","West","District #35",1,1,4,8820.44,8620.44,200,2205.11,true,2.27,8620.44,1,"one_time","low_value"
317298,"2015-08-26","delivered","social_media","desktop","credit_card",132555,"female","45-54","paid_search","2013-01-27",941,"Vinh Long","West","District #36",1,1,1,3566.78,3516.78,50,3566.78,true,1.4,3516.78,6,"installment","low_value"
317299,"2015-08-30","cancelled","organic_search","desktop","cod",132585,"female","55+","direct","2015-08-17",13,"Long Xuyen","West","District #36",1,1,1,2914.68,2864.68,50,2914.68,true,1.72,2864.68,1,"one_time","low_value"
317300,"2015-08-30","delivered","direct","tablet","credit_card",133606,"male","45-54","organic_search","2021-08-14",-2176,"Ho Chi Minh City","West","District #36",1,1,3,7033.35,6883.35,150,2344.45,true,2.13,6883.35,3,"installment","low_value"
317301,"2015-08-30","delivered","social_media","desktop","credit_card",135511,"male","25-34","organic_search","2022-05-21",-2456,"Bien Hoa","West","District #35",1,1,1,3441.17,3391.17,50,3441.17,true,1.45,3391.17,3,"installment","low_value"
317302,"2015-08-30","cancelled","email_campaign","mobile","credit_card",133687,"male","35-44","email_campaign","2021-05-09",-2079,"Da Lat","West","District #36",1,1,5,20015.6,20015.6,0,4003.12,false,0,20015.6,1,"one_time","low_value"
317303,"2015-08-30","cancelled","paid_search","desktop","credit_card",133737,"male","35-44","referral","2022-07-24",-2520,"Can Tho","West","District #36",1,1,1,3709.94,3659.94,50,3709.94,true,1.35,3659.94,3,"installment","low_value"
317305,"2015-08-30","delivered","organic_search","desktop","credit_card",134652,"female","25-34","organic_search","2022-03-09",-2383,"Bien Hoa","West","District #36",1,1,2,2157.84,2057.84,100,1078.92,true,4.63,2057.84,3,"installment","low_value"
317306,"2015-08-28","delivered","organic_search","mobile","credit_card",134828,"non-binary","18-24","paid_search","2015-02-09",200,"Ho Chi Minh City","West","District #36",1,1,5,7229.2,7229.2,0,1445.84,false,0,7229.2,1,"one_time","low_value"
317307,"2015-08-29","delivered","referral","tablet","apple_pay",136121,"female","55+","organic_search","2016-11-28",-457,"Long Xuyen","West","District #35",1,1,8,12853.28,12853.28,0,1606.66,false,0,12853.28,1,"one_time","low_value"
317308,"2015-08-29","created","referral","mobile","bank_transfer",136119,"female","18-24","social_media","2022-01-08",-2324,"Long Xuyen","West","District #35",1,1,1,1597.02,1597.02,0,1597.02,false,0,1597.02,6,"installment","low_value"
317309,"2015-08-30","delivered","organic_search","desktop","credit_card",137471,"female","25-34","paid_search","2022-08-19",-2546,"Ben Tre","West","District #35",1,1,6,27027.48,26727.48,300,4504.58,true,1.11,26727.48,3,"installment","low_value"
