product_id,product_name,category,segment,size,color,list_price,cogs,orders_count,total_units_sold,gross_revenue,net_revenue,total_discount_amount,avg_selling_price,promo_attach_rate_pct,gross_margin_pct,total_return_events,total_units_returned,total_refund_amount,return_rate_pct,top_return_reason,returns_wrong_size,returns_defective,returns_not_as_described,returns_changed_mind,returns_late_delivery,total_reviews,avg_rating,positive_reviews,negative_reviews,stock_on_hand,days_of_supply,fill_rate,sell_through_rate,stockout_flag,overstock_flag,reorder_flag,latest_snapshot_date,product_risk_tier
1915,"UrbanVN MA-08","Casual","All-weather","XL","purple",5795.885337423313,3976.556930006135,725,3202,17627398.21,16856176.96,771221.25,5494.883903448276,33.93,24.46,50,115,581497.65,3.59,"wrong_size",19,6,8,12,5,113,3.87,73,20,148,634.3,0.9333,0.0452,true,true,false,"2022-12-31","low_risk"
1088,"MekongFit RP-34","Outdoor","Activewear","S","pink",3432.87,2650.17564,136,607,1974769.91,1882579.55,92190.36,3276.6485294117647,32.35,14.55,13,28,85538.85,4.61,"not_as_described",4,2,4,1,2,19,3.47,11,4,20,600,0.9333,0.0476,true,true,false,"2021-06-30","low_risk"
2254,"VietMotion RP-51","Outdoor","Activewear","L","white",715.600871757925,486.6801528825648,3066,13922,9283028.93,8722030.09,560998.84,666.6088290932812,41.39,22.32,206,541,330284.62,3.89,"wrong_size",74,46,32,36,18,484,3.92,350,70,828,993.6,0.9667,0.0293,true,true,false,"2022-12-31","low_risk"
636,"SaigonFlex UC-01","Streetwear","Everyday","S","green",10891.997347272134,9183.042963485135,2394,10694,107453289.33,102525508.08,4927781.25,10033.870956558061,39.31,4.22,139,410,3783716.8300000005,3.83,"wrong_size",46,31,29,24,9,373,4,276,42,556,16680,1,0.0018,false,true,false,"2022-06-30","low_risk"
997,"HanoiStreet UC-60","Streetwear","Everyday","M","silver",9456.745,7530.4060435,182,803,7064271.26,6769082.11,295189.15,8792.072637362637,35.71,10.67,7,27,230461.61000000002,3.36,"wrong_size",3,1,1,1,1,27,4.26,23,3,18,540,0.9333,0.0526,true,true,false,"2022-08-31","low_risk"
2395,"VietMotion YY-04","GenZ","Trendy","XL","purple",1987.569124423963,1152.392578341014,907,4148,7788946.87,7410577.01,378369.86,1875.1825909592062,37.6,35.5,65,170,301209.94999999995,4.1,"wrong_size",23,12,13,12,5,122,3.85,84,20,273,511.9,0.9667,0.0554,true,true,false,"2022-12-31","low_risk"
1696,"NamStyle YY-07","GenZ","Trendy","S","green",2204.37,2094.1515,23,86,180730.02,173588.34,7141.68,2084.0565217391304,34.78,-3.75,3,7,13934.46,8.14,"changed_mind",1,1,0,1,0,3,3,2,1,3,90,1,0.25,false,false,false,"2022-12-31","medium_risk"
403,"SaigonFlex UM-08","Streetwear","Balanced","XL","blue",13752.81,7730.454500999999,73,337,4382610.53,4174222.32,208388.21,12956.341232876712,35.62,37.59,4,8,109412.57,2.37,"late_delivery",1,1,1,0,1,12,3.58,6,1,17,127.5,0.9667,0.1905,true,true,false,"2022-12-31","low_risk"
1786,"SaigonCore UE-21","Streetwear","Performance","L","green",7948.03935483871,7430.62199283871,100,462,3355565.99,3210253.57,145312.42,7304.4697,43,-6.94,4,10,52282.990000000005,2.16,"wrong_size",3,0,1,0,0,16,4.06,13,1,10,300,1,0.0909,false,true,false,"2022-09-30","low_risk"
1699,"NamStyle YY-10","GenZ","Trendy","XL","yellow",2088.481111111111,1689.1635226666665,57,269,540816.44,524136.61,16679.83,2005.262105263158,24.56,13.31,4,6,11707.52,2.23,"late_delivery",1,0,0,1,2,7,4,5,0,7,210,0.9667,0.125,true,true,false,"2022-10-31","low_risk"
1168,"MekongFit UE-04","Streetwear","Performance","S","pink",4290.57664206642,4000.104603398525,216,1007,4040656.06,3842289.23,198366.83,4006.3033796296295,37.96,-4.84,10,25,92644.01999999999,2.48,"not_as_described",2,3,3,1,1,39,3.87,27,4,50,1500,1,0.0196,false,true,false,"2021-03-31","low_risk"
306,"LotusWear UE-27","Streetwear","Performance","L","green",14648.60675675676,7768.156163108108,53,252,3559921.8,3433837.13,126084.67,14086.844339622641,28.3,42.99,5,20,258380.8,7.94,"wrong_size",3,0,1,1,0,9,4,7,1,13,390,1,0.0714,false,true,false,"2017-02-28","medium_risk"
1543,"VietMode RP-35","Outdoor","Activewear","XL","blue",4093.74,2254.013244,117,531,2039887.82,1934207.02,105680.8,3853.891025641026,37.61,38.12,5,20,69489.44,3.77,"wrong_size",3,1,1,0,0,16,3.94,12,3,26,780,0.9333,0.037,true,true,false,"2021-08-31","low_risk"
2120,"PhoenixWear UM-11","Streetwear","Balanced","S","red",6667.367225806452,3474.365061367742,125,605,3805088.62,3665840.73,139247.89,6262.39256,32,42.66,11,27,161209.61000000002,4.46,"wrong_size",5,3,1,2,0,15,4.2,11,1,17,510,0.9333,0.0556,true,true,false,"2018-03-31","low_risk"
1700,"NamStyle YY-11","GenZ","Trendy","S","red",1301.63582278481,745.4468357088607,104,473,584659.75,558183.55,26476.2,1236.6998076923078,30.77,36.83,3,10,11209.88,2.11,"wrong_size",2,0,1,0,0,16,3.75,10,2,9,270,1,0.1,false,true,false,"2022-12-31","low_risk"
1260,"VietMode MP-28","Casual","Activewear","S","red",4603.34,2553.9330320000004,65,297,1295454.12,1235306.37,60147.75,4385.206307692308,35.38,38.6,1,1,4549.22,0.34,"changed_mind",0,0,0,1,0,14,4.14,10,0,11,330,0.9333,0.0833,true,true,false,"2019-08-31","low_risk"
977,"HanoiStreet UC-40","Streetwear","Everyday","M","silver",5978.196828266228,4912.882153469187,3771,17006,93333779.09,88979507.61,4354271.48,5494.478899496155,40.81,6.1,197,574,2890892.57,3.38,"wrong_size",67,40,35,32,23,600,3.96,428,66,1037,15555,0.9333,0.0019,true,true,false,"2022-10-31","low_risk"
2206,"VietMotion RP-03","Outdoor","Activewear","L","green",1254.4735664659563,700.8743815845297,1443,6277,7189217.54,6634135.74,555081.8,1146.255453915454,49.76,33.69,95,267,285488.66,4.25,"wrong_size",35,16,19,17,8,214,3.87,151,32,348,176.9,0.9667,0.145,true,true,false,"2022-12-31","low_risk"
1053,"MekongFit MA-11","Casual","All-weather","M","blue",3460.8919000381534,3287.8473050362454,3708,16540,54554126.43,52263811.42,2290315.01,3297.5604045307446,32.44,-4.05,218,581,1774053.3900000001,3.51,"wrong_size",75,44,46,34,19,587,3.92,425,89,891,1909.3,1,0.0155,false,true,false,"2022-12-31","low_risk"
31,"DragonWear MA-31","Casual","All-weather","XL","black",8993.317021276596,7894.333681276596,147,654,5693731.13,5535835.31,157895.82,8700.942925170068,23.13,6.74,6,11,85933.97,1.68,"wrong_size",3,1,0,1,1,28,3.54,18,6,45,1350,0.9333,0.0217,true,true,false,"2015-11-30","low_risk"
1935,"UrbanVN RP-10","Outdoor","Activewear","XL","purple",1609.9115094339622,1048.696357245283,1204,5424,8081221.04,7548611.42,532609.62,1492.3056312292358,44.19,24.65,65,169,224005.74999999997,3.12,"wrong_size",24,16,11,9,5,190,3.89,128,33,373,11190,0.9333,0.0027,true,true,false,"2022-10-31","low_risk"
472,"SaigonFlex UM-77","Streetwear","Balanced","S","orange",11541.579742765272,10964.500755627008,728,3349,35206591.44,34133800.05,1072791.39,10507.135219780219,35.58,-7.58,42,112,1085345.96,3.34,"wrong_size",16,4,10,8,4,112,3.93,81,12,191,5730,0.9667,0.0052,true,true,false,"2015-01-31","low_risk"
1986,"UrbanVN RS-05","Outdoor","Premium","L","green",2015.37,1507.295223,145,632,1170533.94,1084422.38,86111.56,1852.0209655172414,49.66,12.16,10,30,48851.48,4.75,"changed_mind",2,2,0,4,2,18,4.11,14,2,30,900,0.9333,0.0323,true,true,false,"2020-12-31","low_risk"
952,"HanoiStreet UC-15","Streetwear","Everyday","S","orange",3321.4462564991336,3155.3739436741766,434,1899,5852873.68,5595739.27,257134.41,3096.2503686635946,35.71,-7.08,24,64,179213.36999999997,3.37,"wrong_size",9,2,6,3,4,71,3.94,52,11,108,3240,0.9333,0.0092,true,true,false,"2020-04-30","low_risk"
479,"SaigonFlex UM-84","Streetwear","Balanced","XL","yellow",11566.749193548389,8072.434262177418,96,444,4797419.25,4600180.71,197238.54,10750.301041666668,36.46,22.09,7,24,259369.38,5.41,"wrong_size",4,2,0,1,0,15,4.13,11,1,22,330,1,0.0833,false,true,false,"2017-01-31","medium_risk"
1951,"UrbanVN RP-26","Outdoor","Activewear","XL","black",4031.37,3130.3588049999994,43,215,797399.36,738621.18,58778.18,3696.0627906976742,51.16,8.88,4,12,39015.909999999996,5.58,"wrong_size",3,1,0,0,0,9,3.56,6,2,6,90,0.9333,0.25,true,false,false,"2019-02-28","medium_risk"
249,"LotusWear UR-21","Streetwear","Standard","M","yellow",5036.85,3544.431345,37,177,798795.38,768679.56,30115.82,4528.225405405406,43.24,18.38,3,7,27109.51,3.95,"wrong_size",2,0,0,1,0,7,3.57,3,0,9,270,1,0.1,false,true,false,"2018-07-31","low_risk"
2205,"VietMotion RP-02","Outdoor","Activewear","M","purple",1771.100769230769,1682.5457307692304,856,3864,6504354.35,6223156.7,281197.65,1683.6947663551402,30.72,-4.47,37,106,166859.28,2.74,"wrong_size",13,10,4,6,4,137,3.96,99,16,240,2400,0.9333,0.0123,true,true,false,"2020-05-31","low_risk"
183,"DragonWear UE-11","Streetwear","Performance","XL","blue",9191.446033810143,8731.873732119637,375,1621,14043038.58,13408708.77,634329.81,8636.824293333333,36.53,-5.56,19,46,359597.6699999999,2.84,"changed_mind",5,3,3,6,2,61,3.87,45,9,82,307.5,0.9333,0.0889,true,true,false,"2022-12-31","low_risk"
1019,"HanoiStreet YY-20","GenZ","Trendy","XL","yellow",2834.37,2542.996764,253,1077,2889892.72,2757988.68,131904.04,2688.1828458498026,33.99,0.7,11,31,77207.34,2.88,"wrong_size",4,1,2,3,1,38,3.76,24,5,54,540,1,0.0526,false,true,false,"2022-08-31","low_risk"
1755,"SaigonCore UR-01","Streetwear","Standard","XL","purple",6236.369999999999,4906.775916,46,202,1166294.05,1117635.11,48658.94,5836.032826086956,34.78,11.32,2,5,27194.09,2.48,"wrong_size",1,1,0,0,0,6,4.17,5,0,12,360,0.9333,0.0769,true,true,false,"2022-09-30","low_risk"
2270,"VietMotion RS-03","Outdoor","Premium","L","red",3778.7642307692304,3589.826019230769,81,357,1301383.45,1266172.25,35211.2,3648.6940740740743,22.22,-1.22,5,14,46475.24,3.92,"not_as_described",1,1,2,1,0,15,4.4,12,1,38,1140,0.9333,0.0256,true,true,false,"2021-04-30","low_risk"
440,"SaigonFlex UM-45","Streetwear","Balanced","S","red",19538.72371179039,12420.766663585153,182,780,13398018.34,12669067.75,728950.59,17027.142417582418,51.65,23.53,7,14,225834.43,1.79,"late_delivery",2,1,2,0,2,35,4.2,28,4,138,4140,1,0.0072,false,true,false,"2021-02-28","low_risk"
2061,"UrbanVN UE-21","Streetwear","Performance","M","black",4375.115247148289,4156.359484790874,206,938,3863837.03,3695980.11,167856.92,4092.442572815534,36.41,-5.48,16,39,148130.50000000003,4.16,"wrong_size",8,3,2,2,1,39,3.9,29,8,42,1260,0.9333,0.0233,true,true,false,"2022-06-30","low_risk"
1861,"SaigonCore YY-56","GenZ","Trendy","M","black",1259.37,828.1617120000001,46,196,236493.08,227560.33,8932.75,1207.3319565217391,26.09,28.67,2,8,8655.9,4.08,"wrong_size",2,0,0,0,0,12,3.92,9,2,17,255,0.9333,0.1053,true,true,false,"2018-08-31","low_risk"
163,"DragonWear UR-34","Streetwear","Standard","XL","blue",6636.2625,4713.73725375,244,1077,6650620.12,6371097.16,279522.96,6182.361475409836,34.43,20.32,10,28,169067.24000000002,2.6,"wrong_size",3,2,2,2,1,52,3.65,31,11,49,1470,0.9667,0.02,true,true,false,"2018-10-31","low_risk"
1262,"VietMode MP-30","Casual","Activewear","L","orange",5983.876433121019,5684.682611464968,112,524,2967730.78,2831837.74,135893.04,5702.079375,33.04,-5.19,10,26,127414.75,4.96,"wrong_size",4,4,0,2,0,13,3.85,9,2,20,600,1,0.0476,false,true,false,"2022-09-30","low_risk"
338,"LotusWear UE-59","Streetwear","Performance","L","pink",17636.85,11541.55464,30,128,2147969.39,2050376.21,97593.18,16859.79,26.67,27.95,3,5,72037.31,3.91,"changed_mind",1,0,0,1,1,8,3.25,5,3,37,1110,0.9333,0.0263,true,true,false,"2022-12-31","low_risk"
15,"DragonWear MA-15","Casual","All-weather","XL","purple",5669.37,3360.802536,17,82,418614.92,378264.84,40350.08,5110.232352941176,64.71,27.14,1,1,5298.56,1.22,"defective",0,1,0,0,0,4,4,3,0,4,120,0.9667,0.2,true,true,false,"2022-02-28","low_risk"
253,"LotusWear UR-25","Streetwear","Standard","M","blue",8816.85,5025.6045,34,169,1366399.4,1276485.18,89914.22,8101.006176470588,47.06,33.46,3,6,45581.41,3.55,"wrong_size",1,1,0,1,0,3,4.33,2,0,10,300,0.9667,0.0909,true,true,false,"2022-03-31","low_risk"
745,"HanoiStreet RP-33","Outdoor","Activewear","M","purple",2645.37,2513.1015,409,1969,4850454.73,4555152.71,295302.02,2462.331564792176,43.03,-8.63,24,61,138509.36,3.1,"wrong_size",9,4,4,5,2,76,3.8,49,10,198,5940,0.9667,0.005,true,true,false,"2021-09-30","low_risk"
2066,"UrbanVN UC-01","Streetwear","Everyday","L","green",4537.142983114447,3082.081228429644,405,1870,7900248.9,7568186.31,332062.59,4219.465456790123,37.53,23.85,27,73,290987.98,3.9,"wrong_size",12,6,3,2,4,65,3.91,45,7,76,2280,1,0.013,false,true,false,"2022-08-31","low_risk"
617,"SaigonFlex UC-82","Streetwear","Everyday","M","silver",10151.263043478262,6680.546208913043,315,1469,13917494.22,13527408.69,390085.53,9430.54638095238,30.16,27.45,23,77,702490.78,5.24,"defective",6,7,2,3,5,43,3.74,29,9,72,2160,0.9333,0.0137,true,true,false,"2014-07-31","medium_risk"
92,"DragonWear UM-19","Streetwear","Balanced","S","orange",11626.60103626943,9137.345754404145,440,2045,21943547.18,20876910.25,1066636.93,10721.310954545455,39.32,10.5,21,58,512303.24000000005,2.84,"not_as_described",5,5,6,4,1,67,3.99,50,6,99,2970,0.9333,0.01,true,true,false,"2019-04-30","low_risk"
204,"IndigoViet UM-06","Streetwear","Balanced","S","white",10730.285073529412,6927.472043470589,148,638,6313789.42,5963760.8,350028.62,9894.483851351351,44.59,25.89,7,12,115934.89,1.88,"wrong_size",3,2,1,1,0,24,4,19,1,24,360,1,0.0769,false,true,false,"2022-12-31","low_risk"
180,"DragonWear UE-08","Streetwear","Performance","S","red",9746.469642857142,9106.126587321429,122,565,5105833.37,4899873.85,205959.52,8953.287459016394,37.7,-5,5,12,99393.93000000001,2.12,"changed_mind",1,1,1,1,1,25,4,20,3,19,285,0.9667,0.0952,true,true,false,"2022-12-31","low_risk"
2179,"PhoenixWear UC-09","Streetwear","Everyday","XL","yellow",9154.692580645162,7143.40662067742,31,146,1245901.58,1195176.15,50725.43,8505.878387096775,35.48,12.74,1,3,24839.06,2.05,"wrong_size",1,0,0,0,0,5,3.2,2,1,7,210,1,0.125,false,true,false,"2022-10-31","low_risk"
1766,"SaigonCore UE-01","Streetwear","Performance","L","green",8892.502867132867,5203.892677846154,111,455,3697894.55,3560640.49,137254.06,8140.078738738739,36.04,33.5,7,15,120671.74,3.3,"changed_mind",1,2,2,2,0,14,3.57,9,3,13,195,0.9333,0.1333,true,true,false,"2022-07-31","low_risk"
1450,"VietMode RP-42","Outdoor","Activewear","L","red",1802.115,1309.056336,17,75,135029.84,135029.84,0,1801.3388235294117,0,27.29,1,1,1740.76,1.33,"wrong_size",1,0,0,0,0,3,4.33,3,0,15,225,1,0.1176,false,true,false,"2014-08-31","low_risk"
1850,"SaigonCore YY-45","GenZ","Trendy","L","red",1929.010449438202,1460.8396133595506,300,1353,2500261.48,2405709.95,94551.53,1850.1548,27.33,17.84,17,37,61699.6,2.73,"wrong_size",9,0,1,6,1,59,3.73,38,10,43,322.5,0.9333,0.0851,true,true,false,"2022-12-31","low_risk"
1184,"MekongFit UE-20","Streetwear","Performance","S","white",7559.37,5095.771317,43,203,1483322.25,1445190.01,38132.24,7267.692558139535,23.26,28.42,2,3,20741.120000000003,1.48,"not_as_described",0,0,1,1,0,7,4.71,6,0,13,390,0.9667,0.0714,true,true,false,"2021-03-31","low_risk"
1353,"VietMode RP-45","Outdoor","Activewear","M","blue",4440.24,3652.0974,38,180,757203.07,718372.7,38830.37,4203.4271052631575,39.47,8.49,2,4,15519.43,2.22,"wrong_size",2,0,0,0,0,4,3.25,2,1,5,150,0.9333,0.1667,true,true,false,"2018-04-30","low_risk"
355,"LotusWear UE-76","Streetwear","Performance","XL","purple",5576.85,2954.61513,10,41,211960.63,197059.8,14900.83,5147.539,50,38.53,1,2,7921.24,4.88,"changed_mind",0,0,0,1,0,1,5,1,0,3,90,0.9333,0.25,true,false,false,"2014-07-31","low_risk"
933,"HanoiStreet UE-42","Streetwear","Performance","M","blue",6929.370000000001,3488.244858,20,90,597843.84,575506.9,22336.94,6614.0735,35,45.45,1,3,15474.03,3.33,"changed_mind",0,0,0,1,0,3,3.67,2,0,15,450,1,0.0625,false,true,false,"2017-09-30","low_risk"
1895,"BambooCraft UC-14","Streetwear","Everyday","XL","purple",9014.516341463415,8563.790524390244,33,147,1313445.71,1305235.83,8209.88,8877.57,9.09,3.55,2,10,83447.06,6.8,"wrong_size",1,1,0,0,0,6,4.83,6,0,23,690,0.9667,0.0417,true,true,false,"2017-06-30","medium_risk"
2340,"VietMotion UE-14","Streetwear","Performance","S","red",5543.37,5210.7678,2,13,72421.99,72421.99,0,5563.405,0,6.46,1,4,21345.06,30.77,"not_as_described",0,0,1,0,0,1,2,0,1,6,90,0.9333,0.25,true,false,false,"2015-10-31","high_risk"
609,"SaigonFlex UC-74","Streetwear","Everyday","M","yellow",10426.571033557047,8987.704230926174,3530,15925,154966911.07,148541263.56,6425647.51,9722.397351274787,35.3,3.64,217,638,5729880.67,4.01,"wrong_size",86,38,38,33,22,550,3.92,397,67,1018,15270,1,0.002,false,true,false,"2022-09-30","low_risk"
967,"HanoiStreet UC-30","Streetwear","Everyday","XL","silver",8161.481464968154,6491.642357235669,1717,7795,59345526.27,57157222.05,2188304.22,7631.523022714036,32.85,11.47,95,253,1736632.22,3.25,"wrong_size",35,15,18,18,9,303,3.9,214,46,518,15540,0.9667,0.0019,true,true,false,"2022-06-30","low_risk"
1201,"MekongFit UC-03","Streetwear","Everyday","M","black",6929.37,6443.621163,443,1986,12864274.06,12424843.95,439430.11,6469.546139954853,30.93,-3,24,72,411989.57000000007,3.63,"defective",6,7,5,4,2,67,4.06,52,8,172,5160,0.9667,0.0058,true,true,false,"2017-05-31","low_risk"
423,"SaigonFlex UM-28","Streetwear","Balanced","XL","blue",12518.475688073391,11892.551903669722,149,653,7270471.35,6898374.48,372096.87,11348.257785234899,42.95,-12.57,9,21,195473.41,3.22,"not_as_described",3,2,3,1,0,27,3.78,18,8,34,1020,0.9333,0.0286,true,true,false,"2019-08-31","low_risk"
2084,"UrbanVN UC-19","Streetwear","Everyday","S","white",8001.930483870968,7425.791489032258,1316,5887,43705050.71,41631966.83,2073083.88,7424.680220364741,39.89,-5,71,198,1397952.46,3.36,"wrong_size",29,11,12,17,2,205,4,151,21,433,3247.5,0.9667,0.0092,true,true,false,"2022-12-31","low_risk"
1920,"UrbanVN MA-13","Casual","All-weather","S","red",3366.602972136223,3198.272823529412,1307,5807,18569121.48,17751498.18,817623.3,3191.97298393267,34.89,-4.62,74,195,579723.99,3.36,"wrong_size",21,17,18,13,5,201,3.92,145,28,314,942,0.9667,0.0309,true,true,false,"2022-12-31","low_risk"
1837,"SaigonCore YY-32","GenZ","Trendy","M","silver",1924.838503937008,1828.5965787401572,180,800,1473910.13,1418154.18,55755.95,1843.4095555555555,29.44,-3.15,11,37,63500.33000000001,4.63,"wrong_size",3,3,3,1,1,32,3.88,21,4,39,585,1,0.0488,false,true,false,"2022-11-30","low_risk"
1999,"UrbanVN UR-02","Streetwear","Standard","XL","yellow",8126.369999999999,5654.328245999999,149,686,4983108.42,4712019.82,271088.6,7209.828456375839,49.66,17.68,4,4,29312.63,0.58,"wrong_size",2,1,0,1,0,27,3.78,18,4,35,1050,0.9333,0.0278,true,true,false,"2022-09-30","low_risk"
800,"HanoiStreet RS-04","Outdoor","Premium","S","red",3149.37,2034.178083,361,1629,4879787.74,4666458.97,213328.77,2998.3739058171745,32.41,28.99,19,62,173017.84999999998,3.81,"defective",5,6,5,2,1,56,3.96,42,7,79,2370,0.9667,0.0125,true,true,false,"2019-12-31","low_risk"
854,"HanoiStreet UM-38","Streetwear","Balanced","L","white",8770.989617224881,8332.440136363637,641,2876,23422744.85,22399987.43,1022757.42,8133.82736349454,36.35,-6.98,42,115,843119.97,4,"not_as_described",12,5,14,6,5,92,4.02,67,13,139,4170,0.9333,0.0071,true,true,false,"2022-11-30","low_risk"
1183,"MekongFit UE-19","Streetwear","Performance","XL","blue",7901.32826306914,4835.612896998314,744,3329,24367359.36,23182393.61,1184965.75,7315.807379032258,40.59,30.56,34,86,549147.03,2.58,"defective",10,13,2,2,7,109,3.92,75,13,204,3060,1,0.0097,false,true,false,"2022-12-31","low_risk"
1682,"VietMode UE-12","Streetwear","Performance","L","orange",8921.640000000001,8475.558,92,417,3221373.48,3051104.5,170268.98,7817.501956521739,48.91,-15.84,7,19,121939.65,4.56,"wrong_size",3,0,1,1,2,12,3.83,8,2,15,450,1,0.0625,false,true,false,"2022-12-31","low_risk"
1715,"NamStyle YY-26","GenZ","Trendy","XL","purple",3144.3963157894736,2987.1765,26,105,306637.15,289695.51,16941.64,2972.8753846153845,30.77,-8.27,4,7,19476.920000000002,6.67,"wrong_size",2,0,1,1,0,4,4.75,4,0,4,120,0.9333,0.2,true,true,false,"2022-08-31","medium_risk"
264,"LotusWear UR-36","Streetwear","Standard","S","white",8501.85,4445.617365,70,321,2456526.04,2322275.59,134250.45,7748.804571428572,42.86,38.55,3,11,76401.54999999999,3.43,"changed_mind",0,1,1,1,0,16,4.13,12,3,7,210,0.9333,0.125,true,true,false,"2018-06-30","low_risk"
726,"HanoiStreet RP-14","Outdoor","Activewear","L","green",1341.3127118644063,1274.2470762711862,2249,10184,13002700.58,12443216.65,559483.93,1276.0939217429968,30.86,-4.29,132,383,448337.05999999994,3.76,"wrong_size",59,23,24,14,12,382,3.89,271,53,906,27180,0.9667,0.0011,true,true,false,"2022-12-31","low_risk"
767,"HanoiStreet RP-55","Outdoor","Activewear","XL","silver",1148.819768160742,585.8980817619783,1469,6614,7246571.04,6955781.59,290789.45,1096.394547311096,27.57,44.29,78,225,230386.43000000002,3.4,"wrong_size",31,15,14,12,6,239,4.01,183,29,622,18660,0.9333,0.0016,true,true,false,"2019-05-31","low_risk"
550,"SaigonFlex UC-15","Streetwear","Everyday","L","red",5184.6242217898825,3404.7427264494163,402,1840,8839723.09,8570915.25,268807.84,4836.209353233831,30.35,26.91,21,55,230259.63999999998,2.99,"changed_mind",7,2,3,7,2,68,3.87,46,10,211,6330,0.9667,0.0047,true,true,false,"2016-04-30","low_risk"
2222,"VietMotion RP-19","Outdoor","Activewear","L","orange",2772.1630069930065,1759.214644237762,553,2489,6521970.52,6203017.52,318953,2614.0305786618446,37.61,29.41,38,108,259594.76,4.34,"not_as_described",9,9,11,5,4,88,3.99,70,13,142,4260,1,0.007,false,true,false,"2022-10-31","low_risk"
1809,"SaigonCore YY-04","GenZ","Trendy","M","yellow",2719.3949999999995,2583.42525,1313,5904,15189221.45,14459911.84,729309.61,2569.9692916984004,35.57,-5.48,62,172,399525.36,2.91,"changed_mind",15,13,12,17,5,216,3.88,154,29,353,2647.5,1,0.0112,false,true,false,"2022-12-31","low_risk"
9,"DragonWear MA-09","Casual","All-weather","M","yellow",7077.195950704225,5879.0266762500005,343,1545,10374686.68,9908309.32,466377.36,6719.032973760933,36.15,8.33,16,50,313227.06,3.24,"wrong_size",6,4,1,3,2,63,3.86,45,9,83,415,0.9667,0.0674,true,true,false,"2022-12-31","low_risk"
973,"HanoiStreet UC-36","Streetwear","Everyday","M","blue",7486.731672597865,4697.92412455516,145,628,4386973.48,4228488.77,158484.71,6978.498827586207,35.17,30.23,7,11,71384.05,1.75,"late_delivery",2,1,0,2,2,22,3.45,13,6,38,1140,1,0.0256,false,true,false,"2022-12-31","low_risk"
143,"DragonWear UR-14","Streetwear","Standard","XL","blue",5549.752173913043,3170.018441739131,39,149,753861.12,708648.42,45212.7,5077.371025641026,43.59,33.35,2,5,24435.739999999998,3.36,"changed_mind",0,0,0,2,0,8,3.38,4,2,4,120,1,0.2,false,true,false,"2016-05-31","low_risk"
419,"SaigonFlex UM-24","Streetwear","Balanced","XL","yellow",18774.585398230087,12475.711997123895,88,387,6757581.97,6345480.68,412101.29,17596.881818181817,35.23,23.91,6,16,255743.88999999996,4.13,"not_as_described",1,2,3,0,0,10,3.9,7,2,37,1110,1,0.0263,false,true,false,"2019-07-31","low_risk"
1507,"VietMode RP-99","Outdoor","Activewear","XL","silver",1537.08912,860.308780464,96,410,589711.56,557141.94,32569.62,1443.4141666666667,38.54,36.69,7,18,24184.449999999997,4.39,"defective",2,3,2,0,0,23,4,17,2,10,300,0.9333,0.0909,true,true,false,"2022-11-30","low_risk"
1685,"VietMode UE-15","Streetwear","Performance","M","purple",8188.74,4606.985124,40,189,1463335.55,1410202.26,53133.29,7787.3885,25,38.26,3,9,65640.94,4.76,"not_as_described",0,0,3,0,0,9,3.33,5,3,9,270,0.9667,0.1,true,true,false,"2022-03-31","low_risk"
2374,"VietMotion UC-22","Streetwear","Everyday","L","white",7830.721535836178,5726.606659156997,220,979,7029942.53,6788780.44,241162.09,7213.8379545454545,35,17.42,17,40,264751.83999999997,4.09,"wrong_size",6,2,5,3,1,32,4.06,26,3,59,1770,0.9667,0.0167,true,true,false,"2015-11-30","low_risk"
702,"HanoiStreet MA-09","Casual","All-weather","L","orange",3720.711891891892,3306.5966583243244,1375,6168,21866008.49,20946126.59,919881.9,3547.2270545454544,32.29,2.63,65,172,559362.11,2.79,"wrong_size",24,10,14,9,8,241,4,176,29,356,10680,0.9667,0.0028,true,true,false,"2022-12-31","low_risk"
1182,"MekongFit UE-18","Streetwear","Performance","L","orange",2220.567622820919,2109.539241679873,7099,31896,65864124.04,63056050.51,2808073.53,2063.108651922806,36.4,-6.71,401,1079,2058050.9999999995,3.38,"wrong_size",127,85,91,64,34,1135,4.02,850,129,1913,8198.6,0.9667,0.0036,true,true,false,"2022-12-31","low_risk"
2012,"UrbanVN UR-15","Streetwear","Standard","S","orange",4660.622964426877,4277.053694454546,206,998,4371157.91,4215428.27,155729.64,4370.435194174757,31.07,-1.26,15,50,199268.28000000003,5.01,"wrong_size",5,2,1,3,4,24,3.58,14,5,55,1650,0.9667,0.0179,true,true,false,"2016-04-30","medium_risk"
1254,"VietMode MP-22","Casual","Activewear","L","white",5353.74,5086.053,166,728,3704309.66,3539686.68,164622.98,5050.900361445783,35.54,-4.6,7,15,76100.32999999999,2.06,"defective",3,3,0,0,1,24,3.58,16,5,29,870,1,0.0333,false,true,false,"2020-08-31","low_risk"
788,"HanoiStreet RP-76","Outdoor","Activewear","S","pink",3820.797597955707,2436.1405484565585,446,2132,7784280.83,7481647.06,302633.77,3652.21432735426,29.15,30.58,22,67,225184.08999999997,3.14,"wrong_size",11,3,3,2,3,68,3.9,47,11,111,3330,0.9333,0.0089,true,true,false,"2019-08-31","low_risk"
1041,"MekongStyle UC-13","Streetwear","Everyday","M","black",11954.96320754717,6095.835739528302,82,384,4350735.18,4285263.51,65471.67,11338.141463414635,17.07,45.38,5,8,87838.58,2.08,"defective",1,3,1,0,0,8,3.5,5,2,49,183.8,1,0.1404,false,true,false,"2013-08-31","low_risk"
